spectrum	SMILES	Known	InChIKey14	MassBank rank	MetFrag rank	SIRIUS rank	Spec2Mol rank	adduct_sirius	adduct_metfrag	RT_exp	CCS_exp	CCS_pred	CCS_match	RT_pred	Exp. RTI	Pred RTI	Applicability Domain	RT_box	RT_match
Candidate_216.1012	[C-]#[N+]C(C[CH]C#N)CC(C)CCC	Known	UPFMOPCLJMRHJR		1				[M+K]+	10.76	149	166.6	FALSE	9.08	512.74	422.75	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_216.1012	[CH2]CCCCCc1cnc(C)cn1	Known	SVKCBEWXHWHOLK		2				[M+K]+	10.76	149	154.4	FALSE	9.39	512.74	439.55	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_216.1012	C=CCN1CCCn2cccc2C1	Known	CXKRLOSDJOREHY		3				[M+K]+	10.76	149	173.2	FALSE	5.95	512.74	255.19	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_216.1012	C=C(C)[N+](C)=CC1=C(C)CNC=C1	Known	CNKPVXPJDWFDHD		4				[M+K]+	10.76	149	149.6	TRUE	4.22	512.74	162.7	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_216.1012	[CH2]CCCCc1cnc(CC)cn1	Known	LQQPGRDLVXXNMO		5				[M+K]+	10.76	149	154.4	FALSE	10.3	512.74	488.2	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_216.1012	C=CCNCCC[n+]1ccccc1	Known	TWNLJKDZUICOGL		6				[M+K]+	10.76	149	149.8	TRUE	1.73	512.74	29.49	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_216.1012	[CH2]CCNN(C)Cc1ccccc1	Known	SSWZEQMSVUUCEO		7				[M+K]+	10.76	149	162.4	FALSE	6.3	512.74	274.15	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_216.1012	CCCCN(C)Cc1[c]cccn1	Known	ARMFODRXYQWREU		8				[M+K]+	10.76	149	159	FALSE	6.18	512.74	267.66	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_216.1012	C=[N+](C1=CCCC=CN=C1)C(C)C	Known	TWXOOFVPULYCNU		9				[M+K]+	10.76	149	158.3	FALSE	6.2	512.74	268.99	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_216.1012	CC=CC=C(C)N1CC=CC=[N+]1C	Known	BLWHQMFZTFUQDZ		10				[M+K]+	10.76	149	146.7	TRUE	6.25	512.74	271.45	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_216.1012	OP1N2CCN=C2CC2=NCCN21	Known	OEQRIEBFSVBACI			1		[M + H3N + H]+		10.76	149	150.9	TRUE	2.26	512.74	58.11	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_216.1012	Cc1ccc2c(=O)[nH]cc(-c3ccccc3)c2n1	Known	LFYDPWHIWGQMGB				7			10.76	149	151.5	TRUE	9.36	512.74	437.79	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_237.1026	NC(=O)N1c2ccccc2C=Cc2ccccc21	Known	FFGPTBGBLSHEPO	1		1		[M + H]+		9.7	149.28	149.9	TRUE	10.2	456.03	482.79	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_237.1026	NC(=O)N1c2ccccc2CC(O)c2ccccc21	Known	BMPDWHIDQYTSHX	4						9.7	149.28	153.5	TRUE	7.58	456.03	342.44	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_237.1026	CCC1CCC(NC=O)(C(N)=S)CC1	Known	SLCVEIOIRDCWGB		1				[M+Na]+	9.7	149.28	157.1	FALSE	9.84	456.03	463.33	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_237.1026	CC(=O)NC1CCCC12CC(N)CS2	Known	ISBMLOWSMUPXIY		2				[M+Na]+	9.7	149.28	147.9	TRUE	3.8	456.03	140.57	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_237.1026	CC(=O)NC1CCC2(CC(N)CS2)C1	Known	WOKAHYCTIQTTNP		3				[M+Na]+	9.7	149.28	147.9	TRUE	3.3	456.03	113.88	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_237.1026	CCC(C(N)=O)N1CC(C=CF)CC1=O	Known	YLZPTPADBPEBPI		4				[M+Na]+	9.7	149.28	154.2	FALSE	4.66	456.03	186.48	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_237.1026	Cc1[nH]c2ccc(F)cc2c1C(=O)N[N+]#N	Known	CWWHWYTYZMDYMU		5				[M+NH4]+	9.7	149.28	167.8	FALSE	7.44	456.03	335.12	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_237.1026	CC(=O)N1CCCC2(CC(N)CS2)C1	Known	PARWNUHFSDJKHR		6				[M+Na]+	9.7	149.28	150.4	TRUE	4.05	456.03	153.59	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_237.1026	NC(=S)C1(NC=O)CCCCCCC1	Known	RIITXPQBFUPKHO		7				[M+Na]+	9.7	149.28	146.8	TRUE	11.87	456.03	572.24	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_237.1026	CC(=O)NC1CSC2(CCCNC2)C1	Known	ISZUJSRPTJJPGB		8				[M+Na]+	9.7	149.28	149.7	TRUE	3.13	456.03	104.36	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_237.1026	CC(=O)N1CCC2(CC1)CC(N)CS2	Known	CYXZAMCFQLNVDD		9				[M+Na]+	9.7	149.28	150.4	TRUE	4	456.03	151.2	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_237.1026	CC(=O)NC1CSC2(CCNCC2)C1	Known	XRTWDYXIHSSHQE		10				[M+Na]+	9.7	149.28	149.7	TRUE	3.08	456.03	102.01	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_237.1026	NC(=O)Nc1ccccc1C#Cc1ccccc1	Known	GWMRLCPMQASJGB			2		[M + H]+		9.7	149.28	161.4	FALSE	10.84	456.03	516.92	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_237.1026	NC(=O)N1C=Cc2ccccc2-c2ccccc21	Known	PLQZWRJQQQWOLB			3		[M + H]+		9.7	149.28	149.9	TRUE	11.01	456.03	525.94	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_237.1026	C#Cc1ccccc1NC(=O)Nc1ccccc1	Known	HGVQGGBPLJLJKI			4		[M + H]+		9.7	149.28	160.6	FALSE	12.14	456.03	586.44	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_237.1026	C#Cc1cccc(NC(=O)Nc2ccccc2)c1	Known	TWTCWBIDBLYOHR			5		[M + H]+		9.7	149.28	160.6	FALSE	11.8	456.03	568.52	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_237.1026	O=C(Nc1ccccc1)n1ccc2ccccc21	Known	XBJQZKLWXQEBKA			6		[M + H]+		9.7	149.28	154.9	FALSE	12.42	456.03	601.43	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_237.1026	O=CNN1c2ccccc2C=Cc2ccccc21	Known	JAYCUTMMAYZHQH			7		[M + H]+		9.7	149.28	152.9	TRUE	12.57	456.03	609.75	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_237.1026	NC(=O)Nc1cccc2cc3ccccc3cc12	Known	RQDDHTVYSOYVBL			8		[M + H]+		9.7	149.28	148.6	TRUE	12.51	456.03	606.39	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_237.1026	C#Cc1ccc(NC(=O)Nc2ccccc2)cc1	Known	LTFVOFLJOHFKEB			9		[M + H]+		9.7	149.28	160.6	FALSE	11.95	456.03	576.52	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_237.1026	O=C(N=Cc1ccccc1)N=Cc1ccccc1	Known	PWJONTMSHFEIQT			10		[M + H]+		9.7	149.28	154.1	FALSE	13.54	456.03	661.64	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_237.1026	COc1ccc2c(c1)=C(c1ccccc1)SC=NC=2N1CC1	Known	FTPXRGODJWKDNZ				1			9.7	149.28	175.8	FALSE	12.85	456.03	624.47	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_237.1026	CN1CC(C)(O)c2cc(-c3ccccc3)ncc21	Known	CTHRNQHQQIKBGW				3			9.7	149.28	154.4	FALSE	6.52	456.03	286.14	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_237.1026	COC(=O)CCN1c2cc(-c3ccccc3)oc2C=CN1C	Known	HCIYBKCBLRZTJB				7			9.7	149.28	169.3	FALSE	10.13	456.03	478.92	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_237.1026	COc1ccc2c(c1)C(Oc1ccc(C(F)(F)F)cc1)c1ccccc1-2	Known	PYMBTZGBGBTBPH				8			9.7	149.28	178.5	FALSE	17.09	456.03	851.24	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_284.1417	CCc1cccc(C)c1N(C(=O)CCl)C(C)COC	Known	WVQBLGZPHOPPFO	1						14.07	159.61	166.5	FALSE	14	689.83	686	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_284.1417	Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl	Known	HUWXDEQWWKGHRV	2						14.07	159.61	151.8	FALSE	12.31	689.83	595.91	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_284.1417	Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1	Known	MJIHNNLFOKEZEW	7						14.07	159.61	170.5	FALSE	8.75	689.83	405.13	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_284.1417	CCCN(CCC)C(=O)SCc1ccccc1	Known	NQLVQOSNDJXLKG	9						14.07	159.61	162.8	TRUE	15.9	689.83	787.89	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_284.1417	CNC(CCCOC)c1ccc(F)c2ccccc12	Known	QNOINYVTUIDMLH		1				[M+Na]+	14.07	159.61	169.7	FALSE	8.08	689.83	369.13	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_284.1417	CNC1(c2ccccc2Cl)CCCCC1OCCO	Known	XPHLVNNLYBVRDB		2				[M+H]+	14.07	159.61	165.3	FALSE	7.66	689.83	347	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_284.1417	CNC1(c2ccccc2Cl)CCCCC1OCOC	Known	SGACYPOQYRIUGC		3				[M+H]+	14.07	159.61	164.9	FALSE	9.68	689.83	454.78	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_284.1417	COc1c(F)ccc2c1CCNC2C1CC=CCC1	Known	FHHAUQLRFJFJSU		4				[M+Na]+	14.07	159.61	178.6	FALSE	6.78	689.83	299.59	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_284.1417	COc1c(F)ccc2c1C(C1CC=CCC1)NCC2	Known	XHFRVYOEHVGMQB		5				[M+Na]+	14.07	159.61	178.6	FALSE	6.75	689.83	298.02	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_284.1417	COc1ccc2c(c1F)C(C1CC=CCC1)NCC2	Known	ROHFORQFTUHXNO		6				[M+Na]+	14.07	159.61	178.6	FALSE	7.1	689.83	316.74	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_284.1417	COc1cc2c(cc1F)CCNC2C1CC=CCC1	Known	XEYURJILLRKQCM		7				[M+Na]+	14.07	159.61	178.6	FALSE	6.83	689.83	302.67	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_284.1417	COc1cc2c(cc1F)C(C1CC=CCC1)NCC2	Known	ZBAYSGKSRRAMHH		8				[M+Na]+	14.07	159.61	178.6	FALSE	6.79	689.83	300.12	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_284.1417	CN1C2CCC23CC(c2ccc(F)cc2)C(CO)C13	Known	QLDLUNOUGGLZOG		9				[M+Na]+	14.07	159.61	187.9	FALSE	6.42	689.83	280.45	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_284.1417	COc1cccc(F)c1C=CC1NCC2CCCC21	Known	ZGOAYYVXFLYJRJ		10				[M+Na]+	14.07	159.61	185.2	FALSE	5.9	689.83	252.86	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_284.1417	CCNc1ccccc1C(=O)Nc1ccccc1C(N)=O	Known	QMEXHZQIGNXZFS			1		[M + H]+		14.07	159.61	166.8	FALSE	9.89	689.83	466.28	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_284.1417	CC(=O)Nc1ccc(NC(=O)c2ccc(C)nc2)cc1C	Known	NCHSKNJSQFFZLA			2		[M + H]+		14.07	159.61	166.8	FALSE	8.7	689.83	402.59	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_284.1417	COC(=O)c1cc(C)ccc1NCc1cc(C#N)n(C)c1	Known	VVMNLJKSSIRJFE			3		[M + H]+		14.07	159.61	170.7	FALSE	9.74	689.83	458.4	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_284.1417	COC(=O)c1ccccc1NCc1cc(C#N)n(C)c1C	Known	CUQWWPDDRIOSFR			4		[M + H]+		14.07	159.61	170.7	FALSE	10.31	689.83	488.6	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_284.1417	CC(=O)Nc1ccc(NC(=O)c2cccc(C)n2)cc1C	Known	FRNMEHPRHQEIBV			5		[M + H]+		14.07	159.61	166.8	FALSE	9.3	689.83	434.77	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_284.1417	CC(=O)Nc1cccc(NC(=O)c2ccc(C)nc2)c1C	Known	KMONPQXHWIWRLY			6		[M + H]+		14.07	159.61	166.8	FALSE	8.71	689.83	403.14	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_284.1417	CCNc1ccccc1C(=O)Nc1ccc(C(N)=O)cc1	Known	NJUJTLMWEJCRHX			7		[M + H]+		14.07	159.61	166.8	FALSE	9.24	689.83	431.25	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_284.1417	CCNc1ccccc1C(=O)Nc1cccc(C(N)=O)c1	Known	RTMZKLAVCJMGCW			8		[M + H]+		14.07	159.61	166.8	FALSE	9.32	689.83	435.77	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_284.1417	CCOP(=O)(OCC)N1CC1CCc1ccccc1	Known	LHZWXESOMLQESA			9		[M + H]+		14.07	159.61	160	TRUE	14.24	689.83	698.83	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_284.1417	CC(=O)Nc1cccc(NC(=O)c2cccc(C)n2)c1C	Known	BSLWWQKASGRWDM			10		[M + H]+		14.07	159.61	166.8	FALSE	9.47	689.83	443.94	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_284.1417	COc1cc2c(nc1-c1ccc(Cl)cc1)N(CC(C)C)CC2=O	Known	NAOZCQIJUYSCFI				1			14.07	159.61	177.9	FALSE	14.11	689.83	692.1	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_284.1417	COc1ccc2c(c1)C(c1ccccn1)CC(=O)N2C	Known	XEAMXBUKVBFVAN				2			14.07	159.61	160.4	TRUE	7.35	689.83	330.11	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_284.1417	COc1ccc2c(c1)c(=O)n(C1CCC1)c1cccnc21	Known	ZNBSOYUAHWKZBG				3			14.07	159.61	168	FALSE	9.35	689.83	437.15	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_284.1417	COc1ccc2c(c1)C1C(=O)N(CCC2)Nc2ccccc21	Known	LCNRPEXDOQUSPD				5			14.07	159.61	166.8	FALSE	11.73	689.83	564.53	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_284.1417	COc1ccc2c(c1)C(=O)N(CCc1ccccc1)C2OCl	Known	NTAALAWSHQGRCY				6			14.07	159.61	171.6	FALSE	12.86	689.83	625.28	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_284.1417	CNC(=O)c1c(OC)ccc2c1C2CC(=N)c1ccccc1	Known	YJMWFRSDUVEFOL				7			14.07	159.61	164	TRUE	10.38	689.83	492.52	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_284.1417	COc1ccc2c(n1)C(c1ccccc1Cl)CC(=O)N2C	Known	SMORUQPSGHWLIX				10			14.07	159.61	168.7	FALSE	12.52	689.83	606.95	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_297.0569	C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl	Known	PZBPKYOVPCNPJY	1		1		[M + H]+		8.08	165.46	165.8	TRUE	12.16	369.36	587.83	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_297.0569	Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N	Known	WULISCVZERSMML	5						8.08	165.46	177.9	FALSE	9.42	369.36	440.94	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_297.0569	CCCCCCCCCCCCCCCC(=O)NCCO	Known	HXYVTAGFYLMHSO	9						8.08	165.46	182.7	FALSE	16.81	369.36	836.49	Pred./Exp. tR are not reliable (Outside the applicability domain and high SR; use other verification tools (box4))	box4	FALSE
Candidate_297.0569	CC1=NN(C(=O)Cn2cccn2)C(O)(C(F)F)C1	Known	VHRVIUCPBRBWNS		1				[M+K]+	8.08	165.46	175.9	FALSE	5.14	369.36	212.15	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_297.0569	CSc1nc(Cl)c(C=O)c(Nc2ccccc2)n1	Known	OOVFJRLQYBGISX		2				[M+NH4]+	8.08	165.46	164.3	TRUE	13.54	369.36	661.26	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_297.0569	CNC1CCCN(c2c(F)cc(F)cc2Cl)C1=O	Known	QHUPEKRPRSDTRF		3				[M+Na]+	8.08	165.46	168.3	TRUE	6.1	369.36	263.17	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_297.0569	C=CCNC(=O)C(C)Nc1c(F)cc(F)cc1Cl	Known	ROFIWVXTTOVOJL		4				[M+Na]+	8.08	165.46	167.8	TRUE	8.41	369.36	386.85	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_297.0569	C=CCNc1c(N)ncnc1Sc1ccccc1	Known	YUUMBRXVFHQWJD		5				[M+K]+	8.08	165.46	164.4	TRUE	8.28	369.36	379.94	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_297.0569	CC(Nc1c(F)cc(F)cc1Cl)C(=O)NC1CC1	Known	ICMDYRBUZYMYFL		6				[M+Na]+	8.08	165.46	157.5	FALSE	8.66	369.36	400.19	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_297.0569	CCNC1CCN(c2c(F)cc(F)cc2Cl)C1=O	Known	PBBOCBVFINJXMV		7				[M+Na]+	8.08	165.46	166.9	TRUE	6.33	369.36	275.67	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_297.0569	CCCSc1nc(Cl)c(C#N)c(-c2ccco2)n1	Known	MEKWXGMTQYHUDQ		8				[M+NH4]+	8.08	165.46	165.5	TRUE	12.36	369.36	598.6	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_297.0569	CCc1nnc2n1NCC=C(c1ccccc1)S2	Known	YENUWHZHWZFCNV		9				[M+K]+	8.08	165.46	185.9	FALSE	11.39	369.36	546.65	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_297.0569	NNc1cc(Sc2ccccc2)nc(C2CC2)n1	Known	AIBIEICBNHSDJD		10				[M+K]+	8.08	165.46	185.6	FALSE	8.17	369.36	374.04	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_297.0569	C=CCOC(Cn1ccnc1)c1cccc(Cl)c1Cl	Known	GAIWBQFLAJNPCL			2		[M + H]+		8.08	165.46	165.8	TRUE	12	369.36	579.33	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_297.0569	C=C(C)OC(Cn1ccnc1)c1ccc(Cl)cc1Cl	Known	JDELTPGMGDNNCV			3		[M + H]+		8.08	165.46	165.7	TRUE	12.3	369.36	595.21	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_297.0569	CC=COC(Cn1ccnc1)c1ccc(Cl)cc1Cl	Known	TWSDEFZXYDXWQC			4		[M + H]+		8.08	165.46	165.9	TRUE	12.81	369.36	622.46	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_297.0569	OC(Cn1ccnc1C1CC1)c1ccc(Cl)cc1Cl	Known	FFRRSWLVHQAVPP			5		[M + H]+		8.08	165.46	164.8	TRUE	12.2	369.36	589.54	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_297.0569	C=CCOCC(c1ccc(Cl)cc1Cl)n1ccnc1	Known	HCEBQJGYZIRRGT			6		[M + H]+		8.08	165.46	165.8	TRUE	12.14	369.36	586.47	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_297.0569	C=CCC(O)(Cn1ccnc1)c1ccc(Cl)cc1Cl	Known	HSOILRCPBNTNDG			7		[M + H]+		8.08	165.46	168	TRUE	11.33	369.36	543.42	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_297.0569	O=C(CCCn1ccnc1)Cc1ccc(Cl)cc1Cl	Known	XZLFWZHKVRCSGL			8		[M + H]+		8.08	165.46	165.8	TRUE	11.26	369.36	539.38	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_297.0569	OC(Cn1ccnc1)(c1ccc(Cl)cc1Cl)C1CC1	Known	MDRRZUYDSWFPRS			9		[M + H]+		8.08	165.46	162.9	TRUE	12.01	369.36	579.66	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_297.0569	C=CCOC(C)(c1ccc(Cl)cc1Cl)n1ccnc1	Known	LTFGTJUKUNLFAI			10		[M + H]+		8.08	165.46	168.6	TRUE	14.05	369.36	688.59	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_297.0569	CN1C=C(c2ccc(Cl)cc2)c2c(cc(O)ccc2=O)S1	Known	HRZQXDVYECPHOE				6			8.08	165.46	169.6	TRUE	14.61	369.36	718.98	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_297.0569	Oc1cc(I)c2ccc(-c3cc(Cl)ccc3O)nc2c1	Known	JRQVBRGXDACWJC				7			8.08	165.46	176.3	FALSE	15.39	369.36	760.61	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_297.0569	COc1ccc2c(P)nc(O)c(-c3ccc(Cl)cc3)c2c1	Known	JOXXPAXNHRINMI				10			8.08	165.46	171.5	FALSE	13.89	369.36	680.22	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_315.2322	O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1	Known	ICUTUKXCWQYESQ	1						15.04	178.79	170.3	FALSE	16.39	741.73	814.18	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_315.2322	COc1cc2oc(-c3ccc(OC4OC(CO)C(O)C(O)C4O)cc3)cc(=O)c2c(O)c1OC	Known	RETJLKUBHXTIGH	2						15.04	178.79	212.6	FALSE	10.27	741.73	486.28	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_315.2322	CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C	Known	RJKFOVLPORLFTN	3		1		[M + H]+		15.04	178.79	180.5	TRUE	15.5	741.73	766.08	Exp. & Pred. tR are accepted for this candidate (box1)	box1	TRUE
Candidate_315.2322	CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21	Known	SAADBVWGJQAEFS	4						15.04	178.79	186.9	FALSE	11.2	741.73	536.23	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
Candidate_315.2322	Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N	Known	WULISCVZERSMML	5						15.04	178.79	177.9	TRUE	9.42	741.73	440.94	"Pred./Exp. tR are not reliable (high SR; the LC method used is not well suited for this compound, it could be a false positive) (box4)"	box4	FALSE
Candidate_315.2322	COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1	Known	DUXQKCCELUKXOE	6						15.04	178.79	245.1	FALSE	12.02	741.73	580.4	"Although there is error, exp. & pred. tR are accepted for this candidate (box2)"	box2	TRUE
Candidate_315.2322	COc1cc(O)c2c(=O)cc(-c3ccc(O)c(OC)c3)oc2c1	Known	ROCUOVBWAWAQFD	7						15.04	178.79	169.1	FALSE	10.95	741.73	523.02	Pred./Exp. tR are not reliable (high SR; use other verification tool (box3))	box3	FALSE
